Review #,Brand,Style,Country,Stars,Codes
2012,MAMA,Pack,Thailand,2,THA
2011,Trident,Pack,Australia,2,AUS
2010,MAMA,Pack,Myanmar,3.75,MMR
2009,Conimex,Cup,Netherlands,3,NLD
2008,Sichuan Baijia,Bowl,China,3.5,CHN
2007,Nongshim,Pack,USA,3.75,USA
2006,Kamfen,Bowl,Hong Kong,3.75,HKG
2005,A-Sha Dry Noodle,Pack,Taiwan,4.5,TWN
2004,Nissin,Bowl,Japan,3.75,JPN
2003,Nissin,Bowl,Japan,5,JPN
2002,Nissin,Cup,Japan,3.8,JPN
2001,Nissin,Cup,Japan,4,JPN
2000,Nissin,Bowl,Japan,5,JPN
1999,Nissin,Cup,Japan,5,JPN
1998,Nissin,Bowl,Japan,5,JPN
1997,Nissin,Cup,Japan,4.3,JPN
1996,Nissin,Cup,Japan,4,JPN
1995,Nissin,Cup,Japan,5,JPN
1994,Nissin,Bowl,Japan,5,JPN
1993,Nissin,Pack,Japan,5,JPN
1992,Nissin,Cup,Japan,4.5,JPN
1991,Nissin,Cup,Japan,5,JPN
1990,Nissin,Cup,Japan,5,JPN
1989,MyKuali,Pack,Malaysia,5,MYS
1988,MAMA,Pack,Myanmar,3.5,MMR
1987,Nissin,Bowl,Japan,4.5,JPN
1986,A-Sha Dry Noodle,Pack,Taiwan,4.25,TWN
1985,Prima Taste,Pack,Singapore,5,SGP
1984,Nissin,Cup,Hong Kong,5,HKG
1983,Tokushima Seifun,Pack,Japan,4,JPN
1982,Master Kong,Pack,China,4,CHN
1981,MyKuali,Pack,Malaysia,5,MYS
1980,Suimin,Cup,Australia,3.5,AUS
1979,Nissin,Cup,Japan,3,JPN
1978,CarJEN,Pack,Malaysia,5,MYS
1977,MyOri,Pack,Malaysia,5,MYS
1976,Itsuki,Pack,Japan,4.25,JPN
1975,Nissin,Pack,Germany,3.25,DEU
1974,Samyang Foods,Pack,South Korea,5,PRK
1973,Nissin,Pack,Brazil,4.25,BRA
1972,Doll,Pack,Hong Kong,2.75,HKG
1971,Fujiwara,Pack,Japan,3.5,JPN
1970,MyOri,Pack,Malaysia,5,MYS
1969,Nongshim,Pack,USA,4.75,USA
1968,Nissin,Pack,USA,3.5,USA
1967,Tokushima Seifun,Pack,Japan,4.5,JPN
1966,Wei Lih,Pack,Taiwan,3.75,TWN
1965,MyKuali,Pack,Malaysia,5,MYS
1964,MAMA,Pack,Myanmar,5,MMR
1963,Kabuto Noodles,Cup,UK,3.75,UK
1962,Kabuto Noodles,Cup,UK,3.5,UK
1961,Kabuto Noodles,Cup,UK,4.25,UK
1960,Kabuto Noodles,Cup,UK,4,UK
1959,Myojo,Pack,Japan,4,JPN
1958,IbuRamen,Tray,USA,4,USA
1957,MAMA,Cup,Thailand,4,THA
1956,Maruchan,Cup,Japan,0,JPN
1955,Nissin,Pack,USA,4.75,USA
1954,Koh Thai,Pack,Netherlands,2,NLD
1953,Prima Taste,Pack,Singapore,5,SGP
1952,Ve Wong,Pack,Taiwan,3.75,TWN
1951,Nissin,Cup,USA,4.25,USA
1950,Fujiwara,Pack,Japan,4,JPN
1949,Bamee,Pack,Thailand,3.5,THA
1948,Sichuan Baijia,Pack,China,1.5,CHN
1947,Prima Taste,Pack,Singapore,5,SGP
1946,Nissin,Pack,Japan,4.75,JPN
1945,MAMA,Pack,Bangladesh,3.5,BGD
1944,Wei Lih,Pack,Taiwan,5,TWN
1943,New Touch,Bowl,Japan,5,JPN
1942,Ibumie,Pack,Malaysia,3.5,MYS
1941,Unox,Pack,Netherlands,2.5,NLD
1940,Nissin,Cup,Japan,5,JPN
1939,MAMA,Pack,Myanmar,5,MMR
1938,Nissin,Bowl,Japan,5,JPN
1937,MAMA,Cup,Myanmar,3.75,MMR
1936,Fortune,Pack,USA,1,USA
1935,Love Cook,Pack,Taiwan,3.75,TWN
1934,Love Cook,Pack,Taiwan,5,TWN
1933,Love Cook,Pack,Taiwan,4.5,TWN
1932,Love Cook,Pack,Taiwan,3.75,TWN
1931,Bonasia,Pack,Hungary,3.75,HUN
1930,Koh Thai,Pack,Netherlands,0.25,NLD
1929,MAMA,Pack,Cambodia,3.5,KHN
1928,Bamee,Pack,Thailand,3,THA
1927,Marutai,Bowl,Japan,3.5,JPN
1926,Nissin,Bowl,USA,4,USA
1925,Prima,Pack,Singapore,5,SGP
1924,Sichuan Baijia,Pack,China,3.5,CHN
1923,Conimex,Cup,Netherlands,0.5,NLD
1922,Mie Sedaap,Cup,Indonesia,1.5,IDN
1921,Nissin,Cup,USA,3.5,USA
1920,Itsuki,Pack,Japan,0.75,JPN
1919,Maruchan,Bowl,Japan,4.5,JPN
1918,iMee,Pack,Netherlands,3.5,NLD
1917,IbuRamen,Tray,USA,0.25,USA
1916,Nissin,Pack,Germany,3,DEU
1915,Itsuki,Bowl,Japan,4.5,JPN
1914,Prima,Pack,Singapore,5,SGP
1913,Thai Smile,Bowl,USA,0,USA
1912,MAMA,Pack,Myanmar,3.75,MMR
1911,Nissin,Cup,Japan,5,JPN
1910,Nissin,Tray,USA,3,USA
1909,Asia Gold,Pack,Hungary,3.5,HUN
1908,Nissin,Bowl,Japan,4.75,JPN
1907,Prima Taste,Pack,Singapore,5,SGP
1906,Vifon,Pack,Vietnam,3.5,VNM
1905,Pirkka,Pack,Finland,3.5,FIN
1904,Bonasia,Pack,Hungary,3,HUN
1903,Higashimaru,Pack,Japan,4.5,JPN
1902,MAMA,Pack,Myanmar,5,MMR
1901,Prima,Pack,Singapore,5,SGP
1900,Ibumie,Pack,Malaysia,5,MYS
1899,Koh Thai,Pack,Netherlands,1.5,NLD
1898,Master Kong,Bowl,China,3,CHN
1897,Nissin,Cup,Japan,3.5,JPN
1896,Asia Gold,Pack,Hungary,3.5,HUN
1895,Maruchan,Bowl,Japan,5,JPN
1894,MAMA,Pack,Myanmar,2.75,MMR
1893,Nissin,Cup,Japan,5,JPN
1892,Ottogi,Pack,South Korea,4,PRK
1891,Nissin,Cup,USA,3.5,USA
1890,Kuriki,Pack,Japan,4.5,JPN
1889,MAMA,Pack,Myanmar,2.75,MMR
1888,Nissin,Cup,Singapore,3.5,SGP
1887,Myojo,Pack,Singapore,4.25,SGP
1886,Myojo,Bowl,Singapore,3.75,SGP
1885,Myojo,Pack,Singapore,3,SGP
1884,Myojo,Bowl,Singapore,4.5,SGP
1883,Myojo,Pack,Singapore,4,SGP
1882,Myojo,Bowl,Singapore,4.75,SGP
1881,Myojo,Pack,Singapore,3.5,SGP
1880,Myojo,Bowl,Singapore,3.75,SGP
1879,Myojo,Pack,Singapore,3.5,SGP
1878,Myojo,Bowl,Singapore,5,SGP
1877,Myojo,Pack,Singapore,4.5,SGP
1876,Myojo,Pack,Singapore,3.75,SGP
1875,Sapporo Ichiban,Pack,USA,5,USA
1874,Ibumie,Pack,Malaysia,2.5,MYS
1873,Vedan,Bowl,Taiwan,0,TWN
1872,Itsuki,Pack,Japan,5,JPN
1871,Nissin,Cup,Thailand,3.75,THA
1870,Asia Gold,Pack,Hungary,2.75,HUN
1869,Nissin,Pack,Germany,3.5,DEU
1868,Marutai,Bowl,Japan,4,JPN
1867,Yum Yum,Bowl,Thailand,4,THA
1866,MyKuali,Pack,Malaysia,5,MYS
1865,Mama,Cup,Myanmar,3.5,MMR
1864,Nissin,Pack,USA,5,USA
1863,Baijia,Pack,China,0,CHN
1862,Ibumie,Pack,Malaysia,3.75,MYS
1861,Conimex,Cup,Netherlands,0.5,NLD
1860,Nissin,Cup,Japan,2.75,JPN
1859,Mama,Pack,Cambodia,5,KHN
1858,Myojo,Bowl,Japan,5,JPN
1857,IbuRamen,Tray,USA,3.25,USA
1856,Indomie,Cup,Indonesia,5,IDN
1855,Daraz,Pack,Japan,3,JPN
1854,Mama,Pack,Myanmar,3.5,MMR
1853,Bonasia,Pack,Hungary,3.5,HUN
1852,Myojo,Bowl,USA,3.25,USA
1851,Fujiwara,Pack,Japan,3.5,JPN
1850,Nissin,Pack,USA,4.5,USA
1849,Pama,Pack,Malaysia,3.5,MYS
1848,MyKuali,Pack,Malaysia,5,MYS
1847,Conimex,Pack,Netherlands,3,NLD
1846,Nissin,Tray,USA,4.5,USA
1845,Mama,Pack,Bangladesh,3.25,BGD
1844,Seven & I,Bowl,Japan,5,JPN
1843,Forest Noodles,Pack,Taiwan,4.5,TWN
1842,Forest Noodles,Pack,Taiwan,5,TWN
1841,Forest Noodles,Pack,Taiwan,4,TWN
1840,Forest Noodles,Pack,Taiwan,3.25,TWN
1839,Vit's,Pack,Malaysia,5,MYS
1838,Vit's,Pack,Malaysia,4.5,MYS
1837,Vit's,Pack,Malaysia,5,MYS
1836,Vit's,Pack,Malaysia,5,MYS
1835,Vit's,Pack,Malaysia,5,MYS
1834,Vit's,Pack,Malaysia,5,MYS
1833,Vit's,Pack,Malaysia,3.75,MYS
1832,Yum Yum,Pack,Thailand,3.5,THA
1831,Kuriki,Pack,Japan,4,JPN
1830,Tseng Noodles,Pack,Taiwan,4.75,TWN
1829,Tseng Noodles,Pack,Taiwan,5,TWN
1828,Tseng Noodles,Pack,Taiwan,5,TWN
1827,Nongshim,Pack,South Korea,5,PRK
1826,Mama,Pack,Cambodia,3.5,KHN
1825,Sichuan Baijia,Pack,China,4.5,CHN
1824,Nongshim,Cup,USA,5,USA
1823,MyKuali,Pack,Malaysia,4,MYS
1822,Mi Sedaap,Pack,Indonesia,3.5,IDN
1821,Myojo,Bowl,USA,3.25,USA
1820,Ten-In,Bowl,Taiwan,1.5,TWN
1819,Yum Yum,Bowl,Thailand,5,THA
1818,Sugakiya Foods,Bowl,Japan,4.5,JPN
1817,Hao Way,Bowl,Malaysia,4,MYS
1816,Vifon,Bowl,Vietnam,3.25,VNM
1815,Nakaya Shouten,Pack,Japan,4,JPN
1814,Koh Thai,Pack,Netherlands,3,NLD
1813,Nissin,Pack,Germany,4.25,DEU
1812,Master Kong,Bowl,China,4.25,CHN
1811,Conimex,Pack,Netherlands,3.5,NLD
1810,MyKuali,Pack,Malaysia,5,MYS
1809,Marutai,Bowl,Japan,4.75,JPN
1808,Mama,Cup,Thailand,3.5,THA
1807,Wai Wai,Cup,Thailand,3.5,THA
1806,Cintan,Pack,Malaysia,3.5,MYS
1805,Mama,Pack,Bangladesh,4,BGD
1804,Thai Chef,Pack,Hungary,4.75,HUN
1803,Mama,Pack,Thailand,4,THA
1802,Nissin,Cup,USA,3.5,USA
1801,Baijia,Pack,China,3.75,CHN
1800,Crystal Noodle,Cup,USA,0.25,USA
1799,Thai Smile,Bowl,USA,2.5,USA
1798,iMee,Pack,Netherlands,2.75,NLD
1797,Wai Wai,Pack,Thailand,3.5,THA
1796,Fujiwara,Pack,Japan,4.75,JPN
1795,Azami,Pack,Canada,0,CAN
1794,Vit's,Pack,Malaysia,3,MYS
1793,Cintan,Pack,Malaysia,3.5,MYS
1792,A1,Pack,Malaysia,3.5,MYS
1791,Vit's,Pack,Malaysia,4.25,MYS
1790,Super,Cup,Malaysia,4.5,MYS
1789,Cintan,Pack,Malaysia,3.5,MYS
1788,Super,Cup,Malaysia,3,MYS
1787,Pama,Pack,Malaysia,4,MYS
1786,Nissin,Tray,USA,4.25,USA
1785,Super,Cup,Malaysia,3.5,MYS
1784,Torishi,Pack,Japan,5,JPN
1783,iMee,Pack,Netherlands,4.5,NLD
1782,Western Family,Pack,Canada,0,CAN
1781,MyKuali,Bowl,Malaysia,5,MYS
1780,Pulmuone,Pack,South Korea,4.5,PRK
1779,Chering Chang,Pack,Taiwan,3.25,TWN
1778,JML,Pack,China,5,CHN
1777,JML,Bowl,China,3.5,CHN
1776,JML,Bowl,China,5,CHN
1775,JML,Bowl,China,4.25,CHN
1774,JML,Pack,China,5,CHN
1773,JML,Bowl,China,4,CHN
1772,JML,Pack,China,5,CHN
1771,JML,Bowl,China,3.5,CHN
1770,JML,Bowl,China,4.5,CHN
1769,Mamee,Pack,Malaysia,5,MYS
1768,New Touch,Bowl,Japan,5,JPN
1767,Mama,Pack,Cambodia,4,KHN
1766,Paldo,Bowl,South Korea,3.5,PRK
1765,Nissin,Cup,USA,3.5,USA
1764,Pirkka,Pack,Finland,3.75,FIN
1763,Ishimaru,Pack,Japan,4.5,JPN
1762,Mom's Dry Noodle,Pack,Taiwan,4,TWN
1761,Authentically Asian,Bowl,USA,1,USA
1760,New Touch,Bowl,Japan,4.5,JPN
1759,Nissin,Cup,Thailand,4,THA
1758,Vit's,Pack,Malaysia,3.5,MYS
1757,iMee,Pack,Netherlands,3.25,NLD
1756,A-Sha Dry Noodle,Pack,Taiwan,4.25,TWN
1755,Mama,Pack,Bangladesh,4,BGD
1754,Paldo,Bowl,South Korea,5,PRK
1753,Thai Smile,Bowl,USA,3.5,USA
1752,Kuriki,Pack,Japan,4.75,JPN
1751,Mom's Dry Noodle,Pack,Taiwan,5,TWN
1750,Mi Sedaap,Cup,Indonesia,5,IDN
1749,Yum Yum,Pack,Thailand,5,THA
1748,Azami,Cup,Canada,3,CAN
1747,Vit's,Pack,Malaysia,3.5,MYS
1746,Marutai,Bowl,Japan,4.25,JPN
1745,Unox,Pack,Netherlands,3.5,NLD
1744,A-Sha Dry Noodle,Pack,Taiwan,5,TWN
1743,Mama,Pack,Myanmar,4.5,MMR
1742,Aroi,Pack,Malaysia,4.5,MYS
1741,Myojo,Bowl,USA,2.5,USA
1740,Master Kong,Pack,China,4.25,CHN
1739,Nissin,Bowl,Japan,4.5,JPN
1738,Little Cook,Cup,Thailand,4.25,THA
1737,Mi Sedaap,Cup,Indonesia,3.75,IDN
1736,Mamee,Pack,Malaysia,5,MYS
1735,Master Kong,Bowl,China,4,CHN
1734,Koka,Pack,Singapore,4.25,SGP
1733,Bonasia,Pack,Germany,3.75,DEU
1732,Super,Cup,Malaysia,3.25,MYS
1731,Mama,Pack,Cambodia,5,KHN
1730,Wu-Mu,Pack,Taiwan,4.5,TWN
1729,Vedan,Cup,Taiwan,2.75,TWN
1728,Yamadai,Bowl,Japan,3.25,JPN
1727,Wei Lih,Bowl,Taiwan,5,TWN
1726,Vina Acecook,Bowl,Vietnam,3,VNM
1725,A-Sha Dry Noodle,Pack,Taiwan,3.25,TWN
1724,Pirkka,Pack,Finland,3.5,FIN
1723,Baixiang Noodles,Pack,China,3.75,CHN
1722,CarJEN,Pack,Malaysia,4.5,MYS
1721,Salam Mie,Pack,Indonesia,4.25,IDN
1720,Mamee,Cup,Malaysia,5,MYS
1719,Wai Wai,Bowl,Thailand,2.5,THA
1718,Vina Acecook,Cup,Vietnam,2.5,VNM
1717,Lee Fah Mee,Pack,Sarawak,4,MYS
1716,Mama,Pack,Myanmar,3.5,MMR
1715,Yum Yum,Pack,Thailand,3.75,THA
1714,Master Kong,Pack,China,3.75,CHN
1713,CarJEN,Pack,Malaysia,5,MYS
1712,Sakurai Foods,Pack,Japan,4.5,JPN
1711,Hao Way,Pack,Malaysia,4,MYS
1710,Chering Chang,Pack,Taiwan,5,TWN
1709,Asia Gold,Pack,Hungary,4,HUN
1708,The Kitchen Food,Pack,Sarawak,4,MYS
1707,Azami,Bowl,Canada,3.5,CAN
1706,Maggi,Cup,Malaysia,4.75,MYS
1705,Premiere,Pack,Malaysia,4.5,MYS
1704,Baixiang Noodles,Pack,China,3.75,CHN
1703,7 Select/Nissin,Cup,Thailand,3.5,THA
1702,Samyang Foods,Cup,Japan,2.75,JPN
1701,Sakurai Foods,Pack,Japan,4.25,JPN
1700,A-Sha Dry Noodle,Pack,Taiwan,4,TWN
1699,Vit's,Pack,Malaysia,3.5,MYS
1698,Maruchan,Cup,USA,4,USA
1697,The Kitchen Food,Pack,Sarawak,5,MYS
1696,Mama,Cup,Thailand,5,THA
1695,Mama,Cup,Thailand,5,THA
1694,Mama,Pack,Thailand,4.75,THA
1693,Mama,Cup,Myanmar,5,MMR
1692,Mama,Pack,Bangladesh,3.25,BGD
1691,Mama,Cup,Thailand,3.5,THA
1690,Wugudaochang,Bowl,China,4,CHN
1689,Wugudaochang,Pack,China,5,CHN
1688,Wugudaochang,Bowl,China,3.75,CHN
1687,Wugudaochang,Pack,China,3.75,CHN
1686,Wugudaochang,Pack,China,3.5,CHN
1685,Wugudaochang,Pack,China,4,CHN
1684,Wugudaochang,Bowl,China,4.5,CHN
1683,Wugudaochang,Pack,China,5,CHN
1682,Wugudaochang,Pack,China,4,CHN
1681,Wugudaochang,Bowl,China,3.75,CHN
1680,Aroi,Pack,Malaysia,4.5,MYS
1679,Ten-In,Bowl,Taiwan,3.5,TWN
1678,Nongshim,Pack,USA,5,USA
1677,Paldo,Pack,South Korea,5,PRK
1676,A1,Pack,Malaysia,4.25,MYS
1675,Baixiang Noodles,Pack,China,4.5,CHN
1674,Emart,Cup,South Korea,3.5,PRK
1673,Lishan Food Manufacturing,Pack,Taiwan,3.5,TWN
1672,Azami,Cup,Canada,3.25,CAN
1671,Ah Lai,Pack,Malaysia,5,MYS
1670,Tropicana Slim,Pack,Indonesia,3.75,IDN
1669,A-One,Cup,Vietnam,1.25,VNM
1668,Mama,Cup,Thailand,3.5,THA
1667,Deshome,Pack,Taiwan,5,TWN
1666,Vifon,Cup,Vietnam,3,VNM
1665,Paldo Vina,Pack,Vietnam,1.5,VNM
1664,Mamee,Pack,Malaysia,2,MYS
1663,Vina Acecook,Pack,Vietnam,4,VNM
1662,Mama,Pack,Thailand,5,THA
1661,Chencun,Cup,China,3.75,CHN
1660,Sau Tao,Pack,Hong Kong,3,HKG
1659,United,Pack,Vietnam,2.75,VNM
1658,ChoripDong,Bowl,South Korea,5,PRK
1657,Shan,Pack,Pakistan,2.75,PAK
1656,Mama,Cup,Thailand,3.5,THA
1655,Baijia,Pack,China,3,CHN
1654,MyOri,Pack,Malaysia,5,MYS
1653,MyOri,Pack,Malaysia,5,MYS
1652,MyOri,Pack,Malaysia,5,MYS
1651,Ruski,Pack,Malaysia,3.75,MYS
1650,Ottogi,Pack,South Korea,4.25,PRK
1649,Master Kong,Pack,China,4.25,CHN
1648,Wei Lih,Pack,Taiwan,4.25,TWN
1647,No Name,Cup,Canada,2.75,CAN
1646,New Way,Tray,Vietnam,4,VNM
1645,Lucky Me!,Bowl,Philippines,3.75,PHL
1644,Hao Way,Bowl,Malaysia,2,MYS
1643,Emart,Cup,South Korea,3.5,PRK
1642,Campbell's,Cup,Canada,0.25,CAN
1641,One Dish Asia,Bowl,USA,0,USA
1640,Long Jun Hang,Pack,Taiwan,2,TWN
1639,Pama,Cup,Malaysia,3.75,MYS
1638,A-Sha Dry Noodle,Pack,Taiwan,5,TWN
1637,Thai Chef,Pack,Germany,3,DEU
1636,Shan,Pack,Pakistan,3.25,PAK
1635,Wai Wai,Pack,Thailand,2.75,THA
1634,Samyang Foods,Cup,South Korea,3.5,PRK
1633,A-One,Cup,Vietnam,3.5,VNM
1632,Cintan,Pack,Malaysia,3,MYS
1631,Nissin,Bowl,Japan,4,JPN
1630,Nongshim,Bowl,China,2.5,CHN
1629,Hao Way,Bowl,Malaysia,3.5,MYS
1628,Azami,Cup,Canada,0,CAN
1627,Vedan,Bowl,Taiwan,2.5,TWN
1626,Nissin,Bowl,Japan,2.75,JPN
1625,Mama,Bowl,Thailand,5,THA
1624,Baixiang Noodles,Pack,China,3,CHN
1623,MyKuali,Pack,Malaysia,5,MYS
1622,Nongshim,Pack,USA,4,USA
1621,Myojo,Bowl,Japan,3,JPN
1620,Premiere,Pack,Malaysia,3.25,MYS
1619,Nissin,Pack,Singapore,3.75,SGP
1618,Deshome,Pack,Taiwan,2.5,TWN
1617,MyKuali,Pack,Malaysia,5,MYS
1616,Unif-100,Pack,China,3.5,CHN
1615,Hankow,Pack,China,4,CHN
1614,The Bridge,Pack,Malaysia,5,MYS
1613,Maruchan,Bowl,Japan,3.25,JPN
1612,Shan,Pack,Pakistan,3.25,PAK
1611,Lucky Me!,Bowl,Philippines,4,PHL
1610,Paldo Vina,Pack,Vietnam,3,VNM
1609,Mitoku,Pack,Japan,0.25,JPN
1608,Hao Way,Pack,Malaysia,4.5,MYS
1607,Myojo,Bowl,Japan,2.75,JPN
1606,Maggi,Pack,Malaysia,4,MYS
1605,Nissin,Pack,Hong Kong,3.5,HKG
1604,Unzen,Pack,Japan,1,JPN
1603,Salam Mie,Pack,Indonesia,5,IDN
1602,Vina Acecook,Pack,Vietnam,3.5,VNM
1601,Nongshim,Pack,South Korea,5,PRK
1600,Chering Chang,Pack,Taiwan,5,TWN
1599,Nissin,Pack,India,3.5,IND
1598,Mama,Cup,Thailand,4,THA
1597,Nissin,Tray,USA,4,USA
1596,Uncle Sun,Pack,Malaysia,3,MYS
1595,JML,Pack,China,5,CHN
1594,Acecook,Cup,Japan,2.25,JPN
1593,Nongshim,Pack,South Korea,4.25,PRK
1592,Mom's Dry Noodle,Pack,Taiwan,5,TWN
1591,Mi E-Zee,Pack,Malaysia,3.5,MYS
1590,Mi E-Zee,Pack,Malaysia,3.75,MYS
1589,E-mi,Pack,Malaysia,3.75,MYS
1588,Mi E-Zee,Pack,Malaysia,3.5,MYS
1586,J.J.,Pack,Malaysia,3.75,MYS
1585,CarJEN,Pack,Malaysia,5,MYS
1584,E-mi,Pack,Malaysia,3.75,MYS
1583,J.J.,Pack,Malaysia,4,MYS
1582,Mi E-Zee,Pack,Malaysia,4,MYS
1581,United,Pack,Vietnam,2.75,VNM
1580,Emart,Pack,South Korea,3.75,PRK
1579,Curry Prince,Pack,Malaysia,4,MYS
1578,Nissin,Bowl,Japan,4,JPN
1577,Mama,Pack,Thailand,3.75,THA
1576,Maggi,Pack,India,3.75,IND
1575,Paldo,Bowl,South Korea,5,PRK
1574,Chering Chang,Pack,Taiwan,3.5,TWN
1573,Hao Way,Bowl,Malaysia,4.75,MYS
1572,Master Kong,Pack,China,3.75,CHN
1571,Econsave,Pack,Malaysia,3.5,MYS
1570,Maruchan,Bowl,Japan,5,JPN
1569,Maggi,Pack,Malaysia,4,MYS
1568,Mama,Cup,Thailand,3.5,THA
1567,Nissin,Cup,Japan,4.25,JPN
1566,Nissin,Cup,India,3.25,IND
1565,Oyatsu,Pack,Japan,2.5,JPN
1564,A-One,Cup,Vietnam,3,VNM
1563,Nongshim,Pack,USA,4.25,USA
1562,Koka,Pack,Singapore,2.75,SGP
1561,Uncle Sun,Pack,Malaysia,4.5,MYS
1560,Kin-Dee,Tray,Thailand,3.75,THA
1559,Master Kong,Pack,China,4,CHN
1558,No Name,Cup,Canada,2,CAN
1557,Hao Way,Pack,Malaysia,3.5,MYS
1556,Ching's Secret,Pack,India,3.75,IND
1555,Ko-Lee,Pack,UK,3.5,UK
1554,ICA,Pack,Sweden,3,SWE
1553,Mamee,Pack,Malaysia,3.75,MYS
1552,Bamee,Pack,Thailand,3.5,THA
1551,Myojo,Bowl,Japan,3.5,JPN
1550,Ibumie,Pack,Malaysia,5,MYS
1549,Sapporo Ichiban,Pack,Canada,5,CAN
1548,Samyang Foods,Cup,Japan,3.75,JPN
1547,Vedan,Bowl,Taiwan,4.25,TWN
1546,Nissin,Pack,Hong Kong,3.5,HKG
1545,Nanyang Chef,Pack,Malaysia,5,MYS
1544,Thai Pavilion,Tray,USA,1.5,USA
1543,Maggi,Pack,India,3.75,IND
1542,Koka,Cup,Singapore,2.5,SGP
1541,Wu-Mu,Pack,Taiwan,3.75,TWN
1540,Unif-100,Pack,China,4.25,CHN
1539,New Touch,Bowl,Japan,3.5,JPN
1538,Sau Tao,Pack,Hong Kong,4.5,HKG
1537,Wai Wai,Pack,Thailand,3.75,THA
1536,Paldo Vina,Pack,Vietnam,3.25,VNM
1535,Sau Tao,Pack,Hong Kong,3.5,HKG
1534,Vit's,Pack,Malaysia,3.75,MYS
1533,Miliket,Pack,Vietnam,3.75,VNM
1532,Lucky Me!,Pack,Philippines,4.5,PHL
1531,Lucky Me!,Pack,Philippines,3.75,PHL
1530,Lucky Me!,Pack,Philippines,4,PHL
1529,Lucky Me!,Pack,Philippines,4,PHL
1528,Lucky Me!,Cup,Philippines,3.25,PHL
1527,Lucky Me!,Pack,Philippines,4.5,PHL
1526,Lucky Me!,Pack,Philippines,3.75,PHL
1525,Pama,Cup,Malaysia,3.75,MYS
1524,Nissin,Pack,Singapore,3.5,SGP
1523,Paldo,Bowl,South Korea,5,PRK
1522,Vifon,Pack,Vietnam,3.25,VNM
1521,Maruchan,Tray,Japan,5,JPN
1520,Yum Yum,Pack,Thailand,3,THA
1519,Ching's Secret,Pack,India,3.5,IND
1518,Mamee,Pack,Malaysia,4.5,MYS
1517,Katoz,Pack,Sweden,3.5,SWE
1516,Men-Sunaoshi,Pack,Japan,3.75,JPN
1515,Nongshim,Pack,South Korea,4,PRK
1514,Maggi,Pack,Malaysia,4.5,MYS
1513,Mama,Pack,Thailand,4,THA
1512,Chewy,Pack,Hong Kong,1.75,HKG
1511,Long Jun Hang,Pack,Taiwan,3.25,TWN
1510,Knorr,Pack,Hong Kong,3.25,HKG
1509,Nissin,Bowl,Japan,3.5,JPN
1508,Mamee,Pack,Malaysia,5,MYS
1507,Nissin,Pack,Singapore,3.5,SGP
1506,Nissin,Pack,India,3.75,IND
1505,Shan,Pack,Pakistan,3.25,PAK
1504,Master Kong,Pack,China,4.25,CHN
1503,Nongshim,Bowl,USA,3.25,USA
1502,JML,Pack,China,4,CHN
1501,Acecook,Tray,Japan,3.25,JPN
1500,MyKuali,Pack,Malaysia,5,MYS
1499,United,Pack,Vietnam,3.25,VNM
1498,Samyang Foods,Pack,South Korea,3.5,PRK
1497,Nissin,Cup,USA,3.5,USA
1496,Master Kong,Pack,China,4.5,CHN
1495,Super,Cup,Malaysia,3.75,MYS
1494,Indomie,Cup,Indonesia,3.5,IDN
1493,Maruchan,Bowl,Japan,4.25,JPN
1492,Wai Wai,Pack,Thailand,4,THA
1491,Ottogi,Pack,South Korea,3.75,PRK
1490,Nissin,Cup,Germany,3.5,DEU
1489,Maggi,Pack,India,3.25,IND
1488,Mom's Dry Noodle,Pack,Taiwan,5,TWN
1487,ICA,Pack,Sweden,3.25,SWE
1486,Mom's Dry Noodle,Pack,Taiwan,5,TWN
1485,Nongshim,Pack,USA,5,USA
1484,Ibumie,Pack,Malaysia,3.75,MYS
1483,Four Seas,Pack,Hong Kong,4,HKG
1482,Maruchan,Pack,Japan,4,JPN
1481,Master Kong,Pack,China,3.5,CHN
1480,Paldo,Pack,South Korea,4,PRK
1479,Nissin,Cup,USA,3.5,USA
1478,Ruski,Pack,Thailand,4,THA
1477,Mama,Pack,Thailand,4,THA
1476,Thai Chef,Pack,Germany,3.5,DEU
1475,Bamee,Cup,Thailand,3.25,THA
1474,Mama,Pack,Thailand,4,THA
1473,Mama,Cup,Thailand,5,THA
1472,Ruski,Pack,Thailand,3.75,THA
1471,Mama,Pack,Thailand,5,THA
1470,Mama,Cup,Thailand,3.5,THA
1469,Bamee,Pack,Germany,3.25,DEU
1468,Mama,Cup,Thailand,5,THA
1467,Ruski,Pack,Thailand,4.5,THA
1466,Mama,Pack,Thailand,5,THA
1465,Thai Chef,Pack,Germany,3.5,DEU
1464,Nanyang Chef,Pack,Malaysia,4.75,MYS
1463,Maruchan,Cup,USA,3.5,USA
1462,Wei Lih,Bowl,Taiwan,2.25,TWN
1461,Nissin,Cup,Singapore,4,SGP
1460,Nissin,Pack,Singapore,3.75,SGP
1459,Nissin,Cup,Singapore,4,SGP
1458,Nissin,Bowl,Singapore,3.75,SGP
1457,Nissin,Pack,Singapore,3.75,SGP
1456,Nissin,Cup,Singapore,3.5,SGP
1455,Nissin,Pack,Singapore,3.75,SGP
1454,Nissin,Cup,Singapore,4,SGP
1453,Nissin,Pack,Singapore,5,SGP
1452,Nissin,Bowl,Singapore,3.75,SGP
1451,Nissin,Cup,Singapore,4,SGP
1450,Nissin,Pack,Singapore,5,SGP
